username,bio,followers,following,posts,account_age_days,has_profile_pic,verified,digits_in_username,username_len,numeric_ratio,special_chars,bio_len,contains_link,contains_offer,contains_money,label
_re5c5jo5,Buy followers cheap. Get verified now! #giveaway,146,78,3,10,1,0,3,9,0.3333333333333333,1,48,0,1,0,1
_gb5or6,Buy followers cheap. Get verified now! https://tiny.one/deal #offer,0,160,18,404,0,0,2,7,0.2857142857142857,1,67,1,1,0,1
nehadas,Engineer. Coffee lover. Building stuff.,481,28,17,1309,1,0,0,7,0.0,0,39,0,0,0,0
dmgrisq7541,Click link to win free iPhone!!! http://bit.ly/offer,44,733,11,168,0,0,4,11,0.36363636363636365,0,52,1,1,0,1
anand.chauhan,Photographer. Traveler. Mom of two.,426,92,41,749,1,0,0,13,0.0,1,35,0,0,0,0
saraverma,Software dev. Open to collaborations. Open to connect,1195,85,382,2483,0,0,0,9,0.0,0,53,0,0,0,0
techlife871,DM for offers. Limited time. Visit my site,135,138,32,342,0,0,3,11,0.2727272727272727,0,42,0,1,0,1
mohitsharma,Helping startups grow. Ex-Product Manager.,179,272,94,1096,1,0,0,11,0.0,0,42,0,0,0,0
manishchauhan,Photographer. Traveler. Mom of two.,77,44,83,1668,1,0,0,13,0.0,0,35,0,0,0,0
anand_gupta,Design enthusiast. Likes cats and coffee.,350,66,98,2339,1,0,0,11,0.0,1,41,0,0,0,0
manish.yadav,Photographer. Traveler. Mom of two.,13,340,689,1096,1,0,0,12,0.0,1,35,0,0,0,0
john39381,Official reseller contact now contact now,9,528,18,92,1,0,5,9,0.5555555555555556,0,41,0,0,0,1
ishadas,Design enthusiast. Likes cats and coffee. Based in India,465,58,216,308,1,0,0,7,0.0,0,56,0,0,0,0
manish_mehta,Foodie. Runner. Occasional poet.,236,31,90,2146,1,0,0,12,0.0,1,32,0,0,0,0
rahulpatel,Engineer. Coffee lover. Building stuff.,639,109,274,178,1,0,0,10,0.0,0,39,0,0,0,0
nehagupta,Design enthusiast. Likes cats and coffee. Always learning,261,141,76,1499,1,0,0,9,0.0,0,57,0,0,1,0
guru6542,"Get likes instantly, guaranteed results http://bit.ly/offer",6,269,1,45,1,0,4,8,0.5,0,59,1,1,0,1
xx5oz83e,Buy followers cheap. Get verified now! http://bit.ly/offer #free,18,1298,9,1,1,0,3,8,0.375,0,64,1,1,0,1
arpitagupta,Engineer. Coffee lover. Building stuff.,425,151,182,2217,1,0,0,11,0.0,0,39,0,0,0,0
bot60318,DM for offers. Limited time. Visit my site,22,52,22,134,0,0,5,8,0.625,0,42,0,1,0,1
shoptech992,"Best crypto signals, 100% profit http://bit.ly/offer",0,322,4,151,0,0,3,11,0.2727272727272727,0,52,1,1,1,1
zpzhueo3970,"Best crypto signals, 100% profit",31,850,14,113,0,0,4,11,0.36363636363636365,0,32,0,0,1,1
raviyadav,Teaching coding to kids.,205,533,331,647,1,0,0,9,0.0,0,24,0,0,0,0
tushar.kumar,Photographer. Traveler. Mom of two.,236,50,88,1974,1,0,0,12,0.0,1,35,0,0,0,0
alex94342,DM for offers. Limited time. Visit my site http://bit.ly/offer,33,890,45,15,0,0,5,9,0.5555555555555556,0,62,1,1,0,1
ishagupta,Design enthusiast. Likes cats and coffee.,593,38,145,1159,1,0,0,9,0.0,0,41,0,0,0,0
arpita.sharma,Engineer. Coffee lover. Building stuff.,10,102,639,1063,1,0,0,13,0.0,1,39,0,0,0,0
xxzcp83juwl,DM for offers. Limited time. Visit my site,18,1177,40,1,1,0,2,11,0.18181818181818182,0,42,0,1,0,1
upezjnoflgu8371,Click link to win free iPhone!!! #promo,13,42,19,475,1,0,4,15,0.26666666666666666,0,39,0,1,0,1
efivdt4153,Click link to win free iPhone!!!,1,71,23,1,1,0,4,10,0.4,0,32,0,1,0,1
sara.kaushal,Helping startups grow. Ex-Product Manager. Loves music,71,389,9,2600,1,0,0,12,0.0,1,54,0,0,0,0
amitsingh,Student | CSE | Learning every day,60,188,194,738,1,0,0,9,0.0,0,34,0,0,1,0
manishgupta,Design enthusiast. Likes cats and coffee. Based in India,113,353,138,2069,1,0,0,11,0.0,0,56,0,0,0,0
vwdguamn9607,Click link to win free iPhone!!!,42,90,10,1,0,0,4,12,0.3333333333333333,0,32,0,1,0,1
tusharsharma,Design enthusiast. Likes cats and coffee.,126,102,214,1768,1,0,0,12,0.0,0,41,0,0,0,0
xy4lre7,Work from home earn $$$ daily #free,17,268,30,91,0,0,2,7,0.2857142857142857,0,35,0,1,1,1
bot56447,Click link to win free iPhone!!! #giveaway,39,395,1,1,0,0,5,8,0.625,0,42,0,1,0,1
ravisharma,Software dev. Open to collaborations.,2194,73,323,662,1,0,0,10,0.0,0,37,0,0,0,0
mohit.sharma,Photographer. Traveler. Mom of two. Always learning,338,83,117,834,1,0,0,12,0.0,1,51,0,0,1,0
manish_mehta,Software dev. Open to collaborations.,122,8,136,426,1,0,0,12,0.0,1,37,0,0,0,0
priyakaushal,Student | CSE | Learning every day Based in India,578,96,202,66,1,0,0,12,0.0,0,49,0,0,1,0
guru28393,"Get likes instantly, guaranteed results http://bit.ly/offer",7,617,38,536,1,0,5,9,0.5555555555555556,0,59,1,1,0,1
x7te8rtm,"Get likes instantly, guaranteed results",57,9,4,135,0,0,2,8,0.25,0,39,0,0,0,1
amit.chauhan,Foodie. Runner. Occasional poet.,423,23,273,616,1,0,0,12,0.0,1,32,0,0,0,0
isha.mehta,Engineer. Coffee lover. Building stuff. Open to connect,243,234,533,979,1,0,0,10,0.0,1,55,0,0,0,0
life87666,"Best crypto signals, 100% profit https://tiny.one/deal",95,1183,14,1,0,0,5,9,0.5555555555555556,0,54,1,0,1,1
alexstore528,DM for offers. Limited time. Visit my site,45,615,35,155,1,0,3,12,0.25,0,42,0,1,0,1
tusharyadav,I love programming and hiking.,196,119,82,1017,1,0,0,11,0.0,0,30,0,0,0,0
realofficial622,"Get likes instantly, guaranteed results contact now",35,1450,15,349,1,0,3,15,0.2,0,51,0,0,0,1
manishkaushal,I love programming and hiking.,341,186,124,1678,1,0,0,13,0.0,0,30,0,0,0,0
anand.singh,Design enthusiast. Likes cats and coffee.,591,344,19,979,1,0,0,11,0.0,1,41,0,0,0,0
ishapatel,Student | CSE | Learning every day,87,407,84,2094,1,0,0,9,0.0,0,34,0,0,1,0
sdnylt3504,DM for offers. Limited time. Visit my site,82,152,0,1,0,0,4,10,0.4,0,42,0,1,0,1
jrmpek6081,Buy followers cheap. Get verified now! https://tiny.one/deal #giveaway,70,161,11,96,1,0,4,10,0.4,0,70,1,1,0,1
sarasharma,Helping startups grow. Ex-Product Manager. Loves music,27,67,228,1528,0,0,0,10,0.0,0,54,0,0,0,0
priyadas,I love programming and hiking.,748,227,249,421,1,0,0,8,0.0,0,30,0,0,0,0
neha_verma,Foodie. Runner. Occasional poet. Open to connect,34,57,337,1911,1,0,0,10,0.0,1,48,0,0,0,0
neha.verma,Engineer. Coffee lover. Building stuff. Loves music,326,106,6,2296,1,0,0,10,0.0,1,51,0,0,0,0
manishpatel,Design enthusiast. Likes cats and coffee. Always learning,460,227,96,968,1,0,0,11,0.0,0,57,0,0,1,0
saraverma,Helping startups grow. Ex-Product Manager. Always learning,104,412,239,1765,1,0,0,9,0.0,0,58,0,0,1,0
amit_chauhan,Photographer. Traveler. Mom of two. Open to connect,217,28,36,277,1,0,0,12,0.0,1,51,0,0,0,0
dot49dmxs0,"Best crypto signals, 100% profit https://tiny.one/deal",90,1497,32,570,0,0,3,10,0.3,0,54,1,0,1,1
amitsingh,I love programming and hiking.,142,310,64,1845,1,0,0,9,0.0,0,30,0,0,0,0
botofficial497,Official reseller contact now,13,115,70,31,1,0,3,14,0.21428571428571427,0,29,0,0,0,1
real18430,Work from home earn $$$ daily visit my page,1,770,7,148,0,0,5,9,0.5555555555555556,0,43,0,0,1,1
rahul.gupta,Engineer. Coffee lover. Building stuff. Based in India,96,13,7,307,1,0,0,11,0.0,1,54,0,0,0,0
ishapatel,Teaching coding to kids. Loves music,36,14,214,30,1,0,0,9,0.0,0,36,0,0,0,0
mohit.verma,Photographer. Traveler. Mom of two.,162,528,362,1042,1,0,0,11,0.0,1,35,0,0,0,0
botsam618,"Best crypto signals, 100% profit contact now #giveaway",62,1080,7,537,1,0,3,9,0.3333333333333333,0,54,0,1,1,1
mohitverma,Student | CSE | Learning every day,293,131,76,30,1,0,0,10,0.0,0,34,0,0,1,0
isha_chauhan,Design enthusiast. Likes cats and coffee.,1284,344,85,448,1,0,0,12,0.0,1,41,0,0,0,0
rahulsingh,Student | CSE | Learning every day Open to connect,31,86,77,1940,1,0,0,10,0.0,0,50,0,0,1,0
official1282,Buy followers cheap. Get verified now!,0,843,8,1,1,0,4,12,0.3333333333333333,0,38,0,1,0,1
store76981,Official reseller contact now visit my page,9,1102,18,142,0,0,5,10,0.5,0,43,0,0,0,1
botalex826,Work from home earn $$$ daily visit my page,150,3342,9,331,0,0,3,10,0.3,0,43,0,0,1,1
mohit.kaushal,Design enthusiast. Likes cats and coffee.,1973,198,237,853,1,0,0,13,0.0,1,41,0,0,0,0
xxfl9v2qji47,Buy followers cheap. Get verified now! contact now #free,76,219,17,252,1,0,4,12,0.3333333333333333,0,56,0,1,0,1
tzheqzbva2749,Work from home earn $$$ daily,1,205,3,370,1,0,4,13,0.3076923076923077,0,29,0,0,1,1
real64092,Work from home earn $$$ daily http://bit.ly/offer #promo,13,1179,0,1,0,0,5,9,0.5555555555555556,0,56,1,1,1,1
john42230,DM for offers. Limited time. Visit my site contact now,47,381,4,1,1,0,5,9,0.5555555555555556,0,54,0,1,0,1
newsshop475,"Get likes instantly, guaranteed results contact now",8,135,13,1,0,0,3,11,0.2727272727272727,0,51,0,0,0,1
manishgupta,Teaching coding to kids. Open to connect,391,79,158,1154,1,0,0,11,0.0,0,40,0,0,0,0
anand.mehta,Student | CSE | Learning every day,98,169,221,1090,1,0,0,11,0.0,1,34,0,0,1,0
_6v337pd7,Click link to win free iPhone!!! contact now,20,312,52,173,0,0,5,9,0.5555555555555556,1,44,0,1,0,1
john12176,Buy followers cheap. Get verified now! http://bit.ly/offer,115,47,2,1,0,0,5,9,0.5555555555555556,0,58,1,1,0,1
dotiixkuo,Official reseller contact now,21,80,20,96,1,0,0,9,0.0,0,29,0,0,0,1
mohit_mehta,Software dev. Open to collaborations.,895,1144,70,2046,1,0,0,11,0.0,1,37,0,0,0,0
tushargupta,Photographer. Traveler. Mom of two.,37,233,78,1435,1,0,0,11,0.0,0,35,0,0,0,0
arpitasingh,Teaching coding to kids. Always learning,69,103,11,347,1,0,0,11,0.0,0,40,0,0,1,0
xxszf723,"Best crypto signals, 100% profit contact now",18,64,39,352,0,0,3,8,0.375,0,44,0,0,1,1
mvorgcygouxm9977,Work from home earn $$$ daily http://bit.ly/offer,34,424,16,1,1,0,4,16,0.25,0,49,1,1,1,1
mohitmehta,Teaching coding to kids.,410,27,16,901,1,0,0,10,0.0,0,24,0,0,0,0
alexshop714,"Best crypto signals, 100% profit https://tiny.one/deal",61,117,7,1,1,0,3,11,0.2727272727272727,0,54,1,0,1,1
shopanna839,"Get likes instantly, guaranteed results contact now #offer",61,488,20,1,0,0,3,11,0.2727272727272727,0,58,0,1,0,1
amitsharma,Software dev. Open to collaborations.,375,69,58,30,1,0,0,10,0.0,0,37,0,0,0,0
mohitdas,Photographer. Traveler. Mom of two.,1258,336,26,733,1,0,0,8,0.0,0,35,0,0,0,0
amit_kaushal,Engineer. Coffee lover. Building stuff. Loves music,10,8,41,1269,1,0,0,12,0.0,1,51,0,0,0,0
sam42831,Work from home earn $$$ daily http://bit.ly/offer,97,667,4,1,0,0,5,8,0.625,0,49,1,1,1,1
rahuldas,Photographer. Traveler. Mom of two.,152,141,249,2752,1,1,0,8,0.0,0,35,0,0,0,0
priya.verma,Software dev. Open to collaborations.,35,166,42,1273,1,0,0,11,0.0,1,37,0,0,0,0
manishkaushal,I love programming and hiking.,169,201,44,973,1,0,0,13,0.0,0,30,0,0,0,0
mohit.kaushal,Design enthusiast. Likes cats and coffee.,75,865,54,861,1,0,0,13,0.0,1,41,0,0,0,0
ravipatel,Helping startups grow. Ex-Product Manager.,40,157,292,255,1,0,0,9,0.0,0,42,0,0,0,0
bot69518,"Get likes instantly, guaranteed results https://tiny.one/deal #free",41,627,26,409,0,0,5,8,0.625,0,67,1,1,0,1
isha.gupta,Foodie. Runner. Occasional poet. Open to connect,329,409,306,30,1,0,0,10,0.0,1,48,0,0,0,0
guru82295,Work from home earn $$$ daily,51,852,0,659,1,0,5,9,0.5555555555555556,0,29,0,0,1,1
manish.agarwal,Teaching coding to kids.,1448,40,95,934,1,0,0,14,0.0,1,24,0,0,0,0
guru74926,Official reseller contact now https://tiny.one/deal,32,71,10,234,1,0,5,9,0.5555555555555556,0,51,1,0,0,1
sarachauhan,Student | CSE | Learning every day Open to connect,58,90,70,1472,1,0,0,11,0.0,0,50,0,0,1,0
manish_sharma,Photographer. Traveler. Mom of two.,15,6,16,736,1,0,0,13,0.0,1,35,0,0,0,0
lifenews285,"Best crypto signals, 100% profit",168,1413,4,1,0,0,3,11,0.2727272727272727,0,32,0,0,1,1
x8el8hpazau,Work from home earn $$$ daily visit my page,36,421,5,1,1,0,2,11,0.18181818181818182,0,43,0,0,1,1
arpitakaushal,Photographer. Traveler. Mom of two.,423,74,382,573,1,0,0,13,0.0,0,35,0,0,0,0
techsam704,DM for offers. Limited time. Visit my site visit my page,78,851,6,678,0,0,3,10,0.3,0,56,0,1,0,1
mohit.yadav,Foodie. Runner. Occasional poet.,124,549,27,1153,1,0,0,11,0.0,1,32,0,0,0,0
samnews815,Click link to win free iPhone!!! visit my page,80,738,50,1,0,0,3,10,0.3,0,46,0,1,0,1
anandmehta,Software dev. Open to collaborations.,228,21,133,1041,1,0,0,10,0.0,0,37,0,0,0,0
amitsingh,Photographer. Traveler. Mom of two. Always learning,56,2,135,1308,1,0,0,9,0.0,0,51,0,0,1,0
zlfndjyml1694,DM for offers. Limited time. Visit my site visit my page,108,555,80,1,1,0,4,13,0.3076923076923077,0,56,0,1,0,1
news5641,Buy followers cheap. Get verified now! https://tiny.one/deal #free,181,169,44,389,0,0,4,8,0.5,0,66,1,1,0,1
lifenews142,"Get likes instantly, guaranteed results https://tiny.one/deal",106,708,16,126,1,0,3,11,0.2727272727272727,0,61,1,0,0,1
arpita_verma,Teaching coding to kids. Always learning,132,314,212,370,0,0,0,12,0.0,1,40,0,0,1,0
johnjohn2,Work from home earn $$$ daily http://bit.ly/offer,120,7,33,113,0,0,1,9,0.1111111111111111,0,49,1,1,1,1
saraverma,Student | CSE | Learning every day,298,867,76,1064,1,0,0,9,0.0,0,34,0,0,1,0
neha.chauhan,Student | CSE | Learning every day Based in India,120,195,261,2727,1,0,0,12,0.0,1,49,0,0,1,0
tushar_sharma,Student | CSE | Learning every day,582,134,36,369,1,0,0,13,0.0,1,34,0,0,1,0
sarayadav,Engineer. Coffee lover. Building stuff. Always learning,55,0,190,965,1,0,0,9,0.0,0,55,0,0,1,0
alexjohn763,Official reseller contact now http://bit.ly/offer,17,410,10,1,1,0,3,11,0.2727272727272727,0,49,1,1,0,1
qfluoztdyapw6494,DM for offers. Limited time. Visit my site contact now,56,28,2,1,0,0,4,16,0.25,0,54,0,1,0,1
ravi.gupta,Software dev. Open to collaborations.,105,13,339,1191,1,0,0,10,0.0,1,37,0,0,0,0
shop13063,Work from home earn $$$ daily contact now #offer,58,64,1,605,1,0,5,9,0.5555555555555556,0,48,0,1,1,1
priya.kaushal,Student | CSE | Learning every day,423,302,97,647,1,0,0,13,0.0,1,34,0,0,1,0
adcjiapupz6810,Click link to win free iPhone!!!,28,5,52,1,1,0,4,14,0.2857142857142857,0,32,0,1,0,1
arpita.sharma,Software dev. Open to collaborations.,756,492,679,1558,1,0,0,13,0.0,1,37,0,0,0,0
tusharsharma,Teaching coding to kids.,621,1222,42,1470,1,0,0,12,0.0,0,24,0,0,0,0
arpitakaushal,Design enthusiast. Likes cats and coffee.,78,20,582,1486,1,0,0,13,0.0,0,41,0,0,0,0
ravi_patel,Student | CSE | Learning every day Based in India,105,409,1,1177,1,0,0,10,0.0,1,49,0,0,1,0
xxqttoh9j,"Get likes instantly, guaranteed results https://tiny.one/deal #offer",13,585,16,1,0,0,1,9,0.1111111111111111,0,68,1,1,0,1
priyakaushal,Student | CSE | Learning every day,24,35,73,1625,1,0,0,12,0.0,0,34,0,0,1,0
rahul.kumar,Software dev. Open to collaborations.,161,19,99,742,1,0,0,11,0.0,1,37,0,0,0,0
ravi.das,Photographer. Traveler. Mom of two. Based in India,28,27,41,794,1,0,0,8,0.0,1,50,0,0,0,0
sam89220,DM for offers. Limited time. Visit my site,15,398,25,398,0,0,5,8,0.625,0,42,0,1,0,1
botreal478,Work from home earn $$$ daily,250,70,1,364,1,0,3,10,0.3,0,29,0,0,1,1
ravi.singh,Foodie. Runner. Occasional poet. Based in India,561,226,461,1613,0,0,0,10,0.0,1,47,0,0,0,0
tusharsingh,Photographer. Traveler. Mom of two. Open to connect,214,490,515,828,1,0,0,11,0.0,0,51,0,0,0,0
isha.kaushal,I love programming and hiking. Always learning,65,158,90,1878,1,0,0,12,0.0,1,46,0,0,1,0
rxhxtt9375,"Get likes instantly, guaranteed results",105,52,5,1,0,0,4,10,0.4,0,39,0,0,0,1
sara.mehta,Helping startups grow. Ex-Product Manager.,116,97,146,1383,1,0,0,10,0.0,1,42,0,0,0,0
nehapatel,I love programming and hiking.,51,394,89,1148,1,0,0,9,0.0,0,30,0,0,0,0
gurulife986,"Get likes instantly, guaranteed results",16,76,0,352,0,0,3,11,0.2727272727272727,0,39,0,0,0,1
botanna992,"Get likes instantly, guaranteed results https://tiny.one/deal #giveaway",37,56,9,1,0,0,3,10,0.3,0,71,1,1,0,1
anand.agarwal,Design enthusiast. Likes cats and coffee.,57,298,440,1704,1,0,0,13,0.0,1,41,0,0,0,0
rahul.gupta,Engineer. Coffee lover. Building stuff.,31,33,482,1503,1,0,0,11,0.0,1,39,0,0,0,0
sarayadav,Design enthusiast. Likes cats and coffee.,114,212,12,1066,1,0,0,9,0.0,0,41,0,0,0,0
guru51259,Click link to win free iPhone!!!,13,742,15,62,1,0,5,9,0.5555555555555556,0,32,0,1,0,1
priyapatel,Engineer. Coffee lover. Building stuff.,611,119,581,1794,1,0,0,10,0.0,0,39,0,0,0,0
amitverma,Software dev. Open to collaborations.,964,79,325,875,1,0,0,9,0.0,0,37,0,0,0,0
priya.singh,I love programming and hiking.,293,15,271,1589,1,0,0,11,0.0,1,30,0,0,0,0
anand.das,Teaching coding to kids.,57,14,76,2084,1,0,0,9,0.0,1,24,0,0,0,0
ishasingh,Software dev. Open to collaborations.,1097,115,9,1391,1,0,0,9,0.0,0,37,0,0,0,0
priya.patel,Photographer. Traveler. Mom of two. Open to connect,414,166,89,1219,1,0,0,11,0.0,1,51,0,0,0,0
kpiyits3673,Click link to win free iPhone!!!,20,707,15,1,0,0,4,11,0.36363636363636365,0,32,0,1,0,1
isha.sharma,Teaching coding to kids. Based in India,628,156,40,1350,1,0,0,11,0.0,1,39,0,0,0,0
rahul_agarwal,Photographer. Traveler. Mom of two. Always learning,69,195,66,2121,1,0,0,13,0.0,1,51,0,0,1,0
amitkaushal,Helping startups grow. Ex-Product Manager.,558,120,194,1030,1,0,0,11,0.0,0,42,0,0,0,0
bcgfzg5905,"Get likes instantly, guaranteed results contact now",204,826,3,1,1,0,4,10,0.4,0,51,0,0,0,1
pydrtakatcd2448,"Get likes instantly, guaranteed results",16,200,21,341,0,0,4,15,0.26666666666666666,0,39,0,0,0,1
officialshop570,Official reseller contact now http://bit.ly/offer,35,832,11,348,1,0,3,15,0.2,0,49,1,1,0,1
techreal52,DM for offers. Limited time. Visit my site #offer,6,415,60,210,0,0,2,10,0.2,0,49,0,1,0,1
anandverma,Software dev. Open to collaborations. Open to connect,312,533,83,2292,1,0,0,10,0.0,0,53,0,0,0,0
official88925,"Best crypto signals, 100% profit http://bit.ly/offer",20,1891,39,1,0,0,5,13,0.38461538461538464,0,52,1,1,1,1
isha.agarwal,Photographer. Traveler. Mom of two.,160,32,474,30,1,0,0,12,0.0,1,35,0,0,0,0
blyrklp7072,Official reseller contact now,25,1041,4,1,0,0,4,11,0.36363636363636365,0,29,0,0,0,1
lifesam176,Click link to win free iPhone!!! https://tiny.one/deal #giveaway,72,434,19,112,0,0,3,10,0.3,0,64,1,1,0,1
sara.singh,Student | CSE | Learning every day,15,47,11,1895,1,0,0,10,0.0,1,34,0,0,1,0
nehaagarwal,Student | CSE | Learning every day,250,189,119,48,1,0,0,11,0.0,0,34,0,0,1,0
manish.kumar,Helping startups grow. Ex-Product Manager. Always learning,95,56,22,1480,1,0,0,12,0.0,1,58,0,0,1,0
news16515,DM for offers. Limited time. Visit my site contact now,10,97,41,415,1,0,5,9,0.5555555555555556,0,54,0,1,0,1
tushar.sharma,I love programming and hiking.,407,215,78,685,1,0,0,13,0.0,1,30,0,0,0,0
ybfervtacz6904,"Get likes instantly, guaranteed results visit my page #promo",94,711,7,389,1,0,4,14,0.2857142857142857,0,60,0,0,0,1
saradas,Engineer. Coffee lover. Building stuff.,166,41,17,433,1,0,0,7,0.0,0,39,0,0,0,0
_fw79gqq,Work from home earn $$$ daily,85,2714,1,375,0,0,2,8,0.25,1,29,0,0,1,1
tushar.mehta,Design enthusiast. Likes cats and coffee.,192,323,233,626,1,0,0,12,0.0,1,41,0,0,0,0
isha.singh,I love programming and hiking.,181,180,547,2186,1,0,0,10,0.0,1,30,0,0,0,0
sarayadav,Photographer. Traveler. Mom of two.,119,513,47,3024,0,0,0,9,0.0,0,35,0,0,0,0
mohitdas,Student | CSE | Learning every day,95,64,18,612,1,0,0,8,0.0,0,34,0,0,1,0
ravi_verma,Foodie. Runner. Occasional poet.,36,85,215,519,1,0,0,10,0.0,1,32,0,0,0,0
mohitdas,Foodie. Runner. Occasional poet.,573,183,486,1384,1,0,0,8,0.0,0,32,0,0,0,0
ravi.singh,I love programming and hiking. Loves music,332,38,96,1040,1,0,0,10,0.0,1,42,0,0,0,0
saraverma,Helping startups grow. Ex-Product Manager.,10,27,43,1250,1,0,0,9,0.0,0,42,0,0,0,0
mohitagarwal,I love programming and hiking.,168,133,22,1946,1,0,0,12,0.0,0,30,0,0,0,0
store163,Official reseller contact now contact now,17,6,1,604,0,0,3,8,0.375,0,41,0,0,0,1
store61265,Official reseller contact now http://bit.ly/offer,24,83,9,336,1,0,5,10,0.5,0,49,1,1,0,1
zptpldxkr5366,Click link to win free iPhone!!! http://bit.ly/offer #promo,13,210,19,741,1,0,4,13,0.3076923076923077,0,59,1,1,0,1
alexguru180,Click link to win free iPhone!!! https://tiny.one/deal,98,699,16,1,1,0,3,11,0.2727272727272727,0,54,1,1,0,1
ravi.chauhan,Photographer. Traveler. Mom of two. Loves music,634,8,663,84,0,0,0,12,0.0,1,47,0,0,0,0
anandsharma,Teaching coding to kids. Always learning,327,228,5,916,1,0,0,11,0.0,0,40,0,0,1,0
amit.chauhan,Foodie. Runner. Occasional poet.,33,65,331,3168,1,0,0,12,0.0,1,32,0,0,0,0
rahul.kumar,Foodie. Runner. Occasional poet.,239,106,11,1999,1,0,0,11,0.0,1,32,0,0,0,0
hkcufh6002,Click link to win free iPhone!!!,47,356,11,416,1,0,4,10,0.4,0,32,0,1,0,1
manishpatel,Foodie. Runner. Occasional poet.,269,53,425,30,1,0,0,11,0.0,0,32,0,0,0,0
guru88622,Work from home earn $$$ daily #offer,29,819,3,338,1,0,5,9,0.5555555555555556,0,36,0,1,1,1
anand_gupta,Helping startups grow. Ex-Product Manager.,103,227,56,894,1,0,0,11,0.0,1,42,0,0,0,0
rahul_gupta,Engineer. Coffee lover. Building stuff. Based in India,431,14,1,1441,1,0,0,11,0.0,1,54,0,0,0,0
ravisharma,Engineer. Coffee lover. Building stuff.,685,174,65,1670,1,0,0,10,0.0,0,39,0,0,0,0
botanna324,DM for offers. Limited time. Visit my site,35,2389,81,1,1,0,3,10,0.3,0,42,0,1,0,1
mohitdas,I love programming and hiking.,302,116,101,671,1,0,0,8,0.0,0,30,0,0,0,0
ishachauhan,I love programming and hiking.,119,15,11,1441,1,0,0,11,0.0,0,30,0,0,0,0
mohit.patel,Foodie. Runner. Occasional poet. Open to connect,65,132,230,30,1,0,0,11,0.0,1,48,0,0,0,0
neha.chauhan,I love programming and hiking. Loves music,25,159,47,1052,1,0,0,12,0.0,1,42,0,0,0,0
rahul.kumar,Teaching coding to kids.,286,756,17,1089,1,0,0,11,0.0,1,24,0,0,0,0
owyxocpzwumr9975,Official reseller contact now contact now,173,738,45,1,1,0,4,16,0.25,0,41,0,0,0,1
ymogmuegc3000,Work from home earn $$$ daily http://bit.ly/offer,20,2416,2,51,1,0,4,13,0.3076923076923077,0,49,1,1,1,1
lylxnqpol7710,Buy followers cheap. Get verified now! visit my page,175,551,30,33,0,0,4,13,0.3076923076923077,0,52,0,1,0,1
mohit.patel,Student | CSE | Learning every day,449,153,239,30,1,0,0,11,0.0,1,34,0,0,1,0
arpitapatel,Engineer. Coffee lover. Building stuff.,247,152,260,1886,0,0,0,11,0.0,0,39,0,0,0,0
amitchauhan,Software dev. Open to collaborations. Open to connect,1200,105,216,1349,1,0,0,11,0.0,0,53,0,0,0,0
newsofficial806,Buy followers cheap. Get verified now! https://tiny.one/deal,23,20,9,18,0,0,3,15,0.2,0,60,1,1,0,1
sam47214,Work from home earn $$$ daily contact now #free,47,63,51,1,0,0,5,8,0.625,0,47,0,1,1,1
bot61002,Click link to win free iPhone!!!,24,675,18,465,1,0,5,8,0.625,0,32,0,1,0,1
annasam387,Click link to win free iPhone!!! https://tiny.one/deal,55,246,13,1,0,0,3,10,0.3,0,54,1,1,0,1
anna57680,Official reseller contact now contact now #promo,72,721,6,1,0,0,5,9,0.5555555555555556,0,48,0,0,0,1
storereal428,DM for offers. Limited time. Visit my site,4,5,11,149,1,0,3,12,0.25,0,42,0,1,0,1
nehaverma,Photographer. Traveler. Mom of two.,190,59,332,1175,1,0,0,9,0.0,0,35,0,0,0,0
dotl5m5,Buy followers cheap. Get verified now! contact now #promo,33,457,2,268,1,0,2,7,0.2857142857142857,0,57,0,1,0,1
mohit_verma,I love programming and hiking.,267,84,147,1081,1,0,0,11,0.0,1,30,0,0,0,0
raviverma,Engineer. Coffee lover. Building stuff.,723,64,105,1819,1,0,0,9,0.0,0,39,0,0,0,0
johnnews513,DM for offers. Limited time. Visit my site,56,216,7,545,0,0,3,11,0.2727272727272727,0,42,0,1,0,1
real20210,Click link to win free iPhone!!! https://tiny.one/deal,57,121,10,80,1,0,5,9,0.5555555555555556,0,54,1,1,0,1
priya.mehta,Photographer. Traveler. Mom of two. Open to connect,1045,30,132,1558,1,0,0,11,0.0,1,51,0,0,0,0
dotep5rop,"Get likes instantly, guaranteed results",11,780,30,236,1,0,1,9,0.1111111111111111,0,39,0,0,0,1
dot0fs6,Work from home earn $$$ daily visit my page,212,1070,62,1,1,0,2,7,0.2857142857142857,0,43,0,0,1,1
ishakumar,Software dev. Open to collaborations. Based in India,125,22,31,2368,1,0,0,9,0.0,0,52,0,0,0,0
ravi.das,Software dev. Open to collaborations.,48,215,58,1201,1,0,0,8,0.0,1,37,0,0,0,0
anandmehta,Engineer. Coffee lover. Building stuff. Open to connect,125,216,94,878,1,0,0,10,0.0,0,55,0,0,0,0
nehakaushal,Software dev. Open to collaborations.,468,13,32,1491,1,0,0,11,0.0,0,37,0,0,0,0
anand.kaushal,Photographer. Traveler. Mom of two.,320,386,43,1542,1,0,0,13,0.0,1,35,0,0,0,0
realofficial930,Work from home earn $$$ daily https://tiny.one/deal,11,833,29,1,0,0,3,15,0.2,0,51,1,0,1,1
